first_name,last_name,price,above_100
Joel,Smith,14.494919799933415,
Larry,Grimes,268.6758682473656,true
Joseph,Arnold,121.7750468474434,true
Kyle,Long,241.62163914201534,true
Brittany,Day,261.54605742206627,true
Bobby,Ward,63.5130358008172,
Thomas,Lee,254.07557711297562,true
Jennifer,Hansen,101.48873523428665,true
Lisa,Murray,176.09191738609584,true
Meghan,Wade,273.230340943105,true
Tammie,Brooks,84.88856949195046,
Maria,Bell,264.07466519472524,true
Allison,Livingston,130.34844264841078,true
Chris,Hays,17.342763790337447,
Courtney,Mitchell,78.93257699026059,
Shawn,White,188.02192560020143,true
Taylor,Gomez,225.019823714774,true
Jeremy,Rodriguez,200.7248207662091,true
April,Garcia,66.24555967130416,
Zachary,Watts,15.497387859732203,
Sarah,Montoya,206.82125465342605,true
Jennifer,Barker,89.18615989096851,
Sharon,Garza,72.3577270367147,
Tiffany,Stevens,196.37932201380522,true
Ruben,Armstrong,93.69836737933717,
Jeffrey,Spencer,271.1622820171668,true
Nicole,Ramsey,247.8596071044983,true
Anne,Roy,277.93248205609933,true
Lori,Sanchez,285.6616404970253,true
Allison,Chavez,126.85021100807127,true
Marcus,Adams,36.47040893667673,
Mary,Smith,16.315071974183017,
Joseph,Reed,178.4576742447325,true
Jason,Armstrong,26.045257464740857,
Jeff,Armstrong,88.47561283959318,
Sean,Shields,247.83952552279044,true
Jessica,Allison,104.7423079789625,true
Christian,Grant,99.11707916707049,
Edward,Watson,180.35355894236383,true
Derrick,Cooke,142.0901159609425,true
Arthur,Hall,235.96697489958777,true
Sean,Patrick,139.45079943481065,true
Heather,Collins,127.39257340710478,true
Megan,Gomez,107.86244506859771,true
William,Hale,114.67092535958612,true
Olivia,Thompson,8.608441013604939,
Lori,Torres,18.858274333009916,
Vickie,Hernandez,214.9321806775068,true
Kimberly,Brown,40.31993270151361,
Sherry,Meza,182.85454988090535,true
Phillip,Hansen,44.116117044254466,
Jeanette,Knight,28.686943288269372,
Kayla,Hanson,27.63036397054156,
James,Johnston,284.42905543555884,true
John,Porter,53.72799273817649,
Elizabeth,Reyes,93.68075684190921,
Kristen,Henry,77.0062435699163,
Claudia,Anderson,160.34015926115842,true
Nicholas,Webb,18.710386193314132,
Allison,Cooper,206.04210681966845,true
Zachary,Barnes,280.7741314675942,true
Gregory,Hill,265.97658083058303,true
Terry,Ayers,16.51163898830609,
Jessica,Wilson,290.4095460874849,true
Daniel,Frazier,190.32919165960308,true
Brian,Welch,218.25050827754197,true
Carol,Chavez,123.18344273633504,true
Ethan,Mcdonald,214.35031737281645,true
Gerald,Martinez,57.54786356392437,
Eric,King,59.879264225985686,
Sylvia,Walters,110.94631320914493,true
Jonathan,Lane,64.46710142329967,
Matthew,Turner,180.2628702175462,true
Jeffrey,Bauer,30.515841807321088,
Jessica,Shaffer,54.901936509967165,
Chris,Spencer,251.37528306509915,true
Mary,Clarke,236.05298786846936,true
Timothy,Mendoza,105.98348156256873,true
Alicia,Hoffman,182.34369903173868,true
Joseph,Gardner,144.809134447454,true
Rachael,Rangel,297.94964055273493,true
Jeffrey,Harrington,194.27163383508275,true
Sophia,Randolph,158.54312598904266,true
Debbie,Freeman,275.87191674948485,true
Matthew,Braun,201.77496567973782,true
Sheri,Hudson,268.3748401506698,true
Mary,King,204.07857538584167,true
Beth,Davis,155.0680648263074,true
Margaret,Castillo,193.90632444973315,true
Tommy,Sandoval,172.28304096219406,true
Christopher,Hines,46.55435298980185,
Richard,Wright,208.3596968638621,true
Michael,Brown,278.52308864414647,true
Nathan,Yu,134.18950975303383,true
Cameron,Ford,248.89213816817465,true
Carla,Hayes,265.3745758879461,true
Marissa,Matthews,136.09257765126094,true
Samuel,Thompson,237.15924164959935,true
Gary,Figueroa,168.94476842778406,true
Michael,West,146.88868490813215,true
Martin,Walton,140.34005756647485,true
Zachary,Lee,8.667301583326669,
Christopher,Stephenson,67.01185632582161,
Eric,Ortiz,117.7242457520345,true
Kara,Pittman,56.23964364259615,
Andrew,Cowan,295.93918116436095,true
Rhonda,Moss,259.0397505024356,true
Sarah,Williams,92.82627713649636,
Carolyn,Collins,236.24728881254816,true
Larry,Mooney,135.27017938989422,true
Laura,Livingston,294.25806990582436,true
Candace,Mckenzie,84.58145758338813,
Candace,Wallace,124.7464542613423,true
Jason,White,218.43180413366076,true
Patricia,Reynolds,89.01176825909228,
Michael,Ellison,244.47171060446053,true
Melissa,Robles,238.45609669548045,true
Heidi,Fry,109.62647170853653,true
James,Smith,163.95738564855034,true
Charles,Ruiz,48.45811846912089,
Stephanie,Green,9.144974190597544,
Stacey,Garcia,106.61920386744846,true
Glenda,Burke,206.36350632142347,true
Zachary,Alvarez,104.0523689923793,true
Rachel,Shaw,2.4482115055157516,
Carmen,Beard,269.62368497596617,true
Tony,Daniels,186.90357745795234,true
Randy,Mora,70.7410598248337,
George,Aguirre,128.9497508227403,true
James,Miller,297.04056394395474,true
Jacqueline,Williams,17.306221558812595,
April,Taylor,121.28989032735633,true
Robert,Johnson,131.62377790455037,true
Gary,White,280.97065059718244,true
Kim,Lowe,192.77587564660067,true
Samantha,Jones,136.34155637165566,true
Randy,Lozano,16.301049650545718,
Arthur,Chavez,6.903795237740217,
Melissa,Miller,162.60669447005415,true
Leslie,Mccormick,282.5021066150871,true
Carlos,Rubio,63.21802403932109,
David,York,86.53219265932694,
Gabriella,Anthony,7.6386454053409825,
Olivia,Poole,117.85417195127266,true
Wayne,Wilson,74.67047227866091,
Elizabeth,Moore,267.3988136432793,true
Janice,Campbell,33.45339810287007,
Julie,Johnson,63.64156781774781,
Misty,Cantrell,189.03920909845044,true
Robert,Soto,109.01383568593415,true
Brenda,Cowan,60.8495765906681,
Kelly,Guerrero,259.5112156610179,true
David,Nichols,19.485248582507598,
Kayla,Taylor,186.23562833792445,true
Antonio,Garcia,125.47721261358778,true
Tyler,Cisneros,186.58982946523628,true
Jillian,Crawford,158.81727732036828,true
Karl,Pierce,132.7746811247699,true
Joann,Taylor,276.96219621730694,true
Jennifer,Jenkins,59.1285820815863,
Nancy,Brown,78.87073418065538,
Emma,Munoz,120.84287574591565,true
Shawn,Galloway,141.02986218926173,true
Melissa,Mcguire,213.0821203960955,true
Bryan,Chavez,125.39615596333384,true
Fernando,Salazar,256.1537305026925,true
Megan,Moore,251.34779847880938,true
Robert,Williams,175.20972501819074,true
Dennis,Sanford,29.45043264009024,
Kimberly,Herrera,154.80765053344686,true
Gloria,Potts,289.1049353438026,true
Suzanne,Barnett,8.470995351489762,
Leah,Myers,44.55797390437591,
Kylie,Thomas,13.453416021299347,
Amanda,Murphy,50.55321552469607,
Christopher,Matthews,282.3634970875721,true
Nicole,Parks,52.28399766593619,
Bobby,Martin,205.4899694679927,true
Kevin,Chambers,121.17110156585184,true
Kimberly,Lawson,250.28807417853673,true
Rachel,Lopez,101.88811233293558,true
Christopher,Clay,219.38450883405247,true
Daniel,Martin,.30019335994085905,
William,Taylor,66.55747013586088,
Steven,Johnson,111.29328197700804,true
Daniel,Miller,80.5775678926165,
Taylor,Bryant,187.63154082557503,true
Lauren,Jones,194.7926311910296,true
Lindsey,Robertson,22.73764685915921,
Allison,Thomas,168.33349750521316,true
Vernon,Bishop,216.1870445736053,true
Susan,Parsons,132.91852598876127,true
Brady,Snyder,210.39608628043942,true
Brent,Mcgrath,174.6983566719174,true
Peter,Smith,278.6080180649334,true
Deborah,Fox,248.12282335222997,true
Heather,Collins,147.42740743180877,true
Phillip,Meyers,102.79774717187095,true
Nicholas,Hubbard,275.40083640481305,true
Misty,Ramirez,62.31681444320775,
Scott,Johnson,85.8738895846039,
Jay,Nixon,253.46747872310291,true
Tony,Hall,61.197165218284425,
Taylor,Smith,41.49264584158212,
Mark,Reynolds,70.49794435636788,
Marilyn,Christensen,155.48545325374747,true
Denise,Atkins,185.45160104146026,true
Melissa,Gonzales,228.00259967009907,true
Henry,Hoffman,229.66288757903408,true
Daisy,Davenport,59.5275351815464,
Christopher,Paul,122.71316985988045,true
Kevin,Craig,148.20105162583087,true
Natalie,Coleman,122.1440452139282,true
Jeremy,Strickland,130.84356621069006,true
Gary,Bonilla,162.61525338967425,true
Amanda,Richards,236.5957164236875,true
Heidi,Perez,245.17572279902632,true
Robert,Johnson,174.69223455356223,true
Gary,Mills,183.83632122355652,true
Chelsea,Caldwell,16.12083718443007,
John,Frye,223.27741754019164,true
Michael,Strong,220.4122321530476,true
Christopher,Delgado,85.7827975219131,
Whitney,Wallace,253.45561825480596,true
Rebecca,Martinez,59.68320226018208,
Marissa,Mccoy,116.96346526147707,true
Ricky,Kerr,38.99584409323927,
Anna,Campbell,249.92134043263837,true
Marie,Walters,73.38808728545419,
Robert,Martin,38.22288302142398,
Marc,Davis,162.28026194930806,true
James,Dixon,159.37943283852357,true
Vicki,Ramirez,186.16024273670712,true
Krista,Campbell,161.23384364400107,true
Lauren,Patterson,170.2123273334216,true
Megan,Clark,290.25815557299404,true
Judy,Zimmerman,219.58882554041395,true
Joseph,Williams,210.78418587544644,true
Lori,Acevedo,210.66028991914433,true
William,Taylor,275.6331762919653,true
Dawn,Snyder,248.98404166326142,true
Jennifer,Simmons,80.6835370725029,
Alyssa,Nunez,163.8009001753501,true
Robert,Black,63.92800482464865,
Julia,Young,239.23966830924962,true
Melinda,Barnes,227.25063517083808,true
Brett,Armstrong,154.13418355563863,true
Erik,Stevenson,246.0040721964782,true
Daniel,George,34.80089307788611,
Lindsey,Jones,197.70203950528594,true
Virginia,Lopez,227.42559145706585,true
Andrew,Brown,92.88318048748691,
Donna,Lowery,264.8326093572513,true
Alexis,Andrade,6.3139851829486116,
Alyssa,Pierce,47.74032516054749,
Tara,Johnson,38.26768696182315,
Michael,Brady,162.0594321745818,true
James,Rhodes,51.92414008935029,
Pamela,Scott,42.43333392205651,
Martin,Ward,170.94982482253798,true
Kristina,Hernandez,107.69157184330524,true
Robert,Bush,87.18004191063352,
Rebecca,Larson,214.3895724880069,true
Brittany,Watson,190.52001802374136,true
Ryan,Ramirez,249.72879125140653,true
Edward,Burns,87.64996993182649,
John,Prince,31.738420344070374,
Ashley,Boyer,107.66259919776722,true
James,Dean,61.695454203113286,
Natalie,Gordon,268.2800093904237,true
Ryan,Smith,136.20781301562315,true
Stephen,Thompson,54.296397135686725,
William,Delgado,96.25442517413535,
Brian,Johnson,124.92920800129251,true
James,Patel,216.60564294988416,true
Allen,Rogers,145.4342467362144,true
Aimee,Reyes,277.6656815323848,true
Susan,Williams,255.21535321984987,true
Edward,Griffin,108.62052215568919,true
Debra,Baker,296.5003089408694,true
Yvette,Kramer,279.93711740258726,true
Alyssa,Williams,270.89722410924776,true
John,Cunningham,173.0242833106959,true
Dana,Gilbert,86.51917139139054,
Stephen,Henry,146.1515577939639,true
Bradley,James,137.9824935007853,true
Melinda,Peters,16.83003043558586,
Robert,Goodman,213.54239836717497,true
Leslie,Moore,195.9630799088048,true
Sarah,Gray,270.794728795214,true
Amy,Haynes,258.5062772657286,true
Gary,Dean,184.42515197173313,true
Jonathan,Duran,224.5361416600696,true
Elizabeth,Ruiz,124.66944953610623,true
Caitlin,Lewis,196.35989586878728,true
Micheal,Blackburn,10.44317525383308,
Sheryl,Mccarthy,159.95197311799956,true
Lisa,Smith,150.91226788427025,true
Jared,Juarez,247.5606457184945,true
Brett,Castro,217.3328584696009,true
Jessica,Murray,175.30221837335125,true
Austin,Coffey,16.259139624906204,
Shelly,Jacobs,3.8567620522629076,
Elizabeth,Logan,298.7423280960961,true
Cody,Anderson,128.08149674209776,true
Kayla,Wood,256.0528759915511,true
Paul,Singh,157.96361688869047,true
James,Mays,245.24330716055212,true
Thomas,Moore,244.59149818432581,true
Linda,Pacheco,299.60400695104124,true
Jenny,Clark,66.323118079241,
Patrick,Guzman,223.49659809806417,true
Scott,Peters,229.48733097035625,true
John,Stevenson,23.09927229196965,
Kristina,Brooks,154.68058259535485,true
Nancy,Aguilar,63.387875266286244,
Robert,Brown,132.73295362216254,true
Jessica,Williams,255.95815772602114,true
David,Brown,290.5944805890099,true
Dorothy,Munoz,242.5645399689326,true
Jason,Lawson,76.09246622090241,
James,Hall,167.96983139949683,true
Patricia,Carpenter,46.081471226854134,
Jeff,Cardenas,64.36052626619745,
Michelle,Johnson,19.189450361745706,
Frank,Madden,17.34021423630535,
George,Tanner,291.42926528925824,true
Dylan,Johnson,40.65328580971247,
Pamela,King,282.4817646766954,true
Jesse,Frazier,95.66568524752319,
Edward,Russell,103.22359133510466,true
Diana,Mcdonald,183.09643604917142,true
Randy,Dawson,192.1441513938406,true
Jasmine,Williams,286.169233565484,true
Robert,Smith,124.21900702404788,true
Sara,Young,183.99448583772764,true
Samantha,Gonzalez,205.58992574257107,true
Christina,Torres,286.2681618777825,true
Maria,Bailey,141.90762943777943,true
Charles,Bartlett,94.22658656561114,
Natalie,Parker,238.01615889726162,true
Paula,Hernandez,48.88381677539385,
Jessica,Jenkins,14.947778964788505,
Drew,Henson,223.07613087091502,true
Michael,Davis,17.98090898922454,
Ian,Ramos,23.684656479342635,
Anna,Wright,235.58245960084082,true
Ashley,Anderson,74.40865878276213,
Jennifer,Wright,298.1278772531823,true
Nicole,Lopez,67.72888615683607,
Tara,Ellis,21.92761434619368,
Hannah,Elliott,42.3500306105059,
Gavin,Rodriguez,116.36642424082112,true
Johnny,Jackson,291.5968901388637,true
Martin,Garrett,147.06705563281525,true
Terri,Hayes,167.36096726325707,true
Adam,Huang,260.84093566443414,true
Carolyn,Garner,104.41065354970588,true
Lisa,Lee,130.22025105836542,true
Rodney,Escobar,8.711600244270834,
Michael,Johnson,144.54500628387981,true
Michelle,Carter,55.94822858261905,
John,Dunn,81.54369829884075,
Terry,Pierce,297.8661824269755,true
David,Buck,258.79109040656874,true
Jennifer,Newman,149.3096362559838,true
Cynthia,Lee,246.59341963671147,true
Sylvia,Clark,299.52523513204085,true
Joseph,Taylor,86.08285036113183,
Kathleen,Barton,37.42180870290569,
Michael,Harris,52.863409788803615,
Eric,Benson,172.1967218140958,true
Curtis,Butler,44.51322087159383,
Brittany,Le,51.04878874984286,
Jeremiah,Sims,101.16179403008927,true
David,Davis,290.42275473201386,true
Tiffany,Bond,181.48954787847828,true
Patricia,Chen,61.60059464895199,
William,Crawford,181.76037492528042,true
Christina,Roberts,29.286800917334467,
Jerome,Scott,232.14413357176466,true
Jeffery,Walker,272.0840275586963,true
Todd,Alvarez,212.1733631663613,true
John,Henry,223.99118576130667,true
James,Miles,156.36757784621395,true
Michael,Downs,31.19720611005966,
Kayla,Wheeler,6.095911004942511,
Charles,Martin,161.27522870857268,true
Harold,Bennett,135.0423550134277,true
Michael,Swanson,200.39235279374984,true
Janet,Mcdonald,79.80353706580819,
Brett,Willis,244.40641148419883,true
Jacob,Smith,27.923228816289026,
Alexa,Webb,167.56885852232438,true
Louis,Klein,40.12200003556118,
Tony,Yu,15.742386454841972,
Lisa,Goodman,121.07840957778886,true
Kimberly,Hernandez,36.973523018101574,
Phillip,Friedman,145.84183084692725,true
Brian,Lam,2.9003944865113707,
Kristin,Wilkins,251.85102866093413,true
Joshua,Lynch,188.87811097483518,true
Blake,Mclaughlin,276.65121566766607,true
Billy,Olsen,10.004807042544051,
Shawn,Brock,179.61580863261688,true
Danielle,Jones,222.69520757018756,true
Jim,Gomez,60.12919733061894,
Sabrina,Henderson,178.74538530666499,true
David,Pennington,245.31840116263646,true
Deborah,Williams,137.01597097392576,true
Stephanie,Bowman,227.0047204438775,true
Joseph,Frazier,176.45330226779308,true
Ryan,Mclaughlin,249.86437596048543,true
Tony,Hall,135.8550959490399,true
Timothy,Martin,289.2653637304789,true
John,Obrien,261.84812162986356,true
Barbara,Johnson,53.805895080716546,
Brandon,Marshall,139.8477827356658,true
Carrie,Miller,11.55550872687362,
Samantha,Dean,261.6193407458776,true
Jamie,Wilson,87.74932377728214,
Carlos,Acosta,236.6035296169167,true
Amy,Bennett,228.749457753664,true
Dominique,Wells,116.64359542890195,true
Sarah,Bright,237.5160782816234,true
Michael,Barton,111.588339159014,true
Rebecca,Anderson,172.30626419058922,true
Megan,Riggs,31.415424578127293,
Whitney,Andrews,44.11769930461343,
Catherine,Jones,127.01351222588646,true
William,Andrews,236.21807628453686,true
Kathleen,Edwards,158.32395378421924,true
Roger,Frost,220.46888744734682,true
Justin,Johnson,255.84916082448956,true
Valerie,Young,265.17025774690933,true
Samantha,Perez,239.94697971674572,true
Devin,Allen,72.15833790608175,
Stephanie,Little,238.92387283104193,true
Melanie,Miller,27.507047501375414,
Erica,Beck,2.408526396761501,
Toni,Dunn,168.3733620198095,true
Eric,Dunn,211.89758909785095,true
David,Jackson,169.3550529484765,true
Melanie,Gates,94.66629008484445,
Heather,Pierce,17.410619688845152,
Jordan,Lewis,153.01461740284606,true
Michele,Johnson,255.71498005316127,true
Samantha,Ryan,249.4925261326123,true
Christopher,Hudson,201.99975182132735,true
Zachary,Williams,106.59921636962805,true
Donna,Davis,66.72879990563357,
Jordan,Erickson,237.7720748484537,true
Christopher,Nolan,88.74278260205863,
Evelyn,Hanna,11.36458786951664,
Jason,Johnson,250.23147017326244,true
Barbara,Caldwell,224.71158493620572,true
Ronald,Huff,7.220543463717332,
Holly,Norris,216.2305109177544,true
Derrick,Carter,11.837912992122313,
Kenneth,Golden,285.85081685801464,true
Grace,Edwards,70.08655794960943,
Jonathan,Rios,57.712597357616325,
Mackenzie,Miller,265.59417320672867,true
Tammy,Taylor,138.85598565124394,true
Reginald,King,207.3305605938199,true
Matthew,Fletcher,130.55916118107768,true
Elizabeth,Jordan,177.7124355174749,true
Sally,Santiago,45.11902985650396,
James,Johnson,12.895735378025353,
Jason,Saunders,242.84373861087548,true
Carol,Hernandez,4.624370640925468,
Kendra,Dawson,291.5212704079463,true
James,Hess,58.426980920539066,
Michael,Stokes,25.518866019813768,
Jeffrey,Martinez,147.69037912960326,true
Joseph,Bell,102.98742822649713,true
Pamela,Black,140.71938904528912,true
Robert,Jordan,100.47110113613776,true
Kathy,Baker,263.55118987726985,true
Brian,Bailey,115.36283162955256,true
Mitchell,Clark,190.28579374160574,true
Kelly,Mcintyre,168.73442688547874,true
Susan,Ali,260.58212587920184,true
Latoya,Gonzales,205.04242220781632,true
Olivia,Mayo,251.539316319889,true
Thomas,Anderson,221.03202138452298,true
Todd,Jennings,182.39385071230006,true
Paul,Dixon,22.257608409298733,
Julie,Torres,130.67875588932563,true
James,Miller,202.22964922902491,true
John,Howard,80.73869921597671,
Anne,Savage,134.0405496881655,true
Richard,Wilson,226.89171341378022,true
Amber,Esparza,187.5777824144261,true
Todd,Armstrong,99.18946135003686,
Aaron,Richardson,118.45568241597084,true
Gregory,Pollard,234.1382367842161,true
Jon,Butler,225.76783069961127,true
Chelsea,Madden,116.62292125423896,true
Misty,Ramos,234.08371029510874,true
Ryan,Murphy,233.78728104974596,true
Brittany,Sandoval,259.1615162765921,true
Rose,Stanton,132.58437240299426,true
Kristen,Banks,287.0092392559533,true
Julia,Stokes,140.31256621233698,true
Paul,Phillips,186.00436502324533,true
Amber,Thompson,128.40386518196294,true
Valerie,Norton,278.47329196405593,true
Adam,Parker,228.1780448898553,true
Jennifer,Gonzales,201.95772233532975,true
Jacqueline,Hernandez,260.0860740173851,true
Cory,Walker,276.8951661262271,true
Jennifer,Miller,220.52021451384124,true
Dawn,Bond,270.3604904855039,true
Tara,Daniel,247.69265516103914,true
Rebecca,Thompson,136.49071518145252,true
Victor,Serrano,260.12170484497557,true
Elizabeth,Bell,55.22085800485901,
Julie,Coleman,122.62926728564433,true
Jennifer,Brown,8.634621796854812,
Jessica,Moore,266.6472362546583,true
John,Ramirez,160.94015313784897,true
Becky,Hall,271.12217722839864,true
Christine,Smith,295.80399003772317,true
Christopher,Osborne,146.23292338725543,true
Jacob,Hernandez,7.9995866384977905,
Jennifer,Rogers,128.51339666805433,true
Tammy,Young,19.649487618537343,
James,Lewis,56.048296930301454,
Charles,Stanley,74.11487319875806,
Christina,Garcia,85.95341522492949,
Heather,Davis,74.29698857378717,
Ashley,Fuentes,228.8808043512349,true
Jorge,Brown,2.668016258096362,
Sierra,Park,205.52585988186212,true
Todd,Miller,272.9947015862367,true
Jeffrey,Sanchez,71.25953585246127,
Crystal,Luna,99.98305120088,
Devin,Flores,60.751520927298344,
Bianca,Martin,123.53568538000377,true
Danielle,Snyder,26.677380866929536,
Edward,Carney,265.06902448522567,true
Joseph,Grimes,268.752925861362,true
April,Fowler,164.80773702815446,true
Michelle,Mccoy,145.09960835055546,true
Alicia,Stone,21.306179609801756,
Micheal,Lloyd,215.17326238525646,true
Richard,Ortiz,148.916744913034,true
Jasmine,Reyes,44.616532654485276,
Tony,Smith,114.40259462412024,true
Mary,Melton,198.3058359782194,true
William,Griffin,146.0813867091926,true
Scott,Vargas,58.2536122834586,
Adam,Guerra,13.060346748295137,
Christina,Vang,215.2971496696193,true
Nicole,Williams,189.19024665563273,true
Erica,Powers,142.7933783563207,true
Angela,Garcia,175.25618354801628,true
Melissa,Brown,257.90268456791495,true
John,Santiago,55.75051527996688,
Donald,Nelson,20.747101638163613,
Misty,Bell,263.0063734718704,true
Vanessa,Barnes,81.07265035359369,
Brian,Austin,212.64893661935886,true
Jeffrey,King,252.2896877181432,true
Levi,Vaughn,142.1224476401632,true
Melanie,Blake,244.24965184567674,true
Marvin,Franklin,219.66976212062738,true
Angela,Massey,110.59227758143646,true
Lisa,Cole,202.20327655567772,true
George,Stark,103.63048443407213,true
Jeffrey,Salas,232.95865275711157,true
Richard,Reeves,85.83249893352725,
Heather,Maldonado,292.4101672367324,true
Shelly,Mcdaniel,267.5668047194851,true
David,Ryan,80.92148227077503,
Tyler,Trevino,75.70611538172837,
Christina,Jackson,155.48558236131424,true
Jodi,Peterson,20.749489983100165,
Melissa,Carney,42.023722602617,
David,Cole,113.4241366878513,true
Ricardo,Weber,215.47652914676308,true
Jessica,Mckenzie,280.9707751107234,true
James,Ramirez,36.28177823910793,
Jeffrey,Wise,77.17375689478267,
Brandy,Fisher,169.58005240115847,true
Renee,Barrera,246.01478111735722,true
Melanie,Wiggins,14.973877108563748,
Alexander,Mckee,171.6037468122393,true
Sheryl,Hill,9.161919917470962,
Sandra,White,272.98784192441514,true
Christopher,Thompson,22.069052273851707,
Daniel,Smith,130.7526410528608,true
Theresa,Johnson,61.15255401573466,
Kristopher,Cunningham,127.42968290448434,true
Nathan,Morgan,166.21275710856864,true
David,Murray,110.60256741140032,true
April,Taylor,2.033803093537334,
Daniel,Herrera,245.14091366875758,true
John,Mcpherson,200.3253003483999,true
Scott,Simmons,44.45087326927629,
Gary,Tran,86.68368261102647,
Erica,Vaughn,289.792287563817,true
Jennifer,Peterson,179.35994316791917,true
April,Mccormick,219.60906187569745,true
Justin,Davis,39.14509513920626,
Julia,Hall,163.15337081839627,true
Anna,Cunningham,188.93762929340733,true
Jacob,Stevens,233.22577029718,true
Jerry,Payne,169.62381257628408,true
Mark,Collins,117.62228175777007,true
Benjamin,Clark,93.10220462352581,
Lisa,Norton,17.323177632175014,
Christopher,Smith,81.45143195987956,
Mary,Myers,37.447401260478664,
Stephanie,Skinner,6.450115409472968,
Dave,Kelly,121.97572951864967,true
Patricia,Gallagher,196.37117798423185,true
Shaun,Holloway,39.440328065629785,
Marc,Love,262.27209818397836,true
Michael,Mayer,41.429008133900915,
Mason,Rodriguez,162.79196518165946,true
Jason,Payne,83.27946269872628,
Johnny,Hicks,74.94437940128532,
Lisa,Rodgers,32.106224639172396,
Sarah,Tyler,87.15157534281965,
Brian,Rodriguez,26.081651503261703,
Charlene,Jones,246.8853280259454,true
Scott,Lawrence,227.61395649150862,true
Carol,Patrick,140.45168066300826,true
Jessica,Gibson,60.11999567598073,
Linda,Sullivan,4.59757783566499,
Donna,Carrillo,237.82591106535895,true
Scott,Baker,227.47050542148006,true
Brian,Jensen,174.96712222201845,true
James,Sosa,81.4321633094092,
Veronica,Zavala,51.459148131350304,
Jenny,Fields,186.16929762084828,true
George,Monroe,230.8455603414387,true
Michael,Smith,153.70561772489975,true
Kevin,Oliver,190.39769667192525,true
Nicholas,Mejia,13.522722894981564,
Phillip,Logan,169.72317735515057,true
Jamie,Jackson,299.18465764449707,true
Thomas,Alvarez,72.23090551307303,
Kaitlin,Lawson,116.94347037938131,true
Carlos,Wagner,268.21582016815387,true
Christopher,Anderson,45.6140118909368,
Roberto,Sparks,113.76759851967823,true
Julie,Oneal,214.0692546520581,true
Megan,Friedman,240.35183526254585,true
Cheryl,Taylor,96.58849728182575,
Jeffrey,Hatfield,241.510366599431,true
James,Phillips,18.9820537026686,
Jessica,Moore,128.92241929436463,true
Eric,Richards,79.96034999093172,
Rebecca,Mitchell,240.7557103425616,true
Anna,Patrick,158.13197002274651,true
Eric,Schmidt,197.34383042404582,true
Mark,Campbell,156.89477737741527,true
Taylor,Oconnell,190.58686484269742,true
Debra,Peters,70.77282648937202,
Richard,Anderson,99.64762698819763,
William,Russell,201.2067576979624,true
Ryan,Mcdaniel,245.97207043590126,true
Jacqueline,Frazier,191.72866033655612,true
Steven,Stuart,32.13545498900703,
Emily,Rodriguez,90.35267623453606,
Ryan,Perez,28.243139810723438,
Lauren,Hahn,287.31523874507013,true
Megan,Lopez,127.44342040513898,true
Matthew,Lucero,194.01461422945013,true
Joseph,Perez,52.967157151557075,
Kimberly,Wright,153.6378606134594,true
Donald,Braun,16.164660938298937,
Savannah,Reese,156.4062563328036,true
Leslie,Wiggins,65.7384485391433,
Deanna,Gonzalez,26.466546138452586,
Derrick,Brown,22.810138529458957,
Meghan,Davis,116.30375042472723,true
Faith,Edwards,163.6350437649592,true
Stephanie,Morgan,160.76157741927142,true
Laura,Vargas,17.127396121115467,
Caleb,Singh,55.99219306284342,
Cassandra,Andrade,189.3732230771234,true
